region_area_,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
region_area_1103,7.992320364236402,280.953464064734,17076.96859929586,9.293931659806333,,532.9930540200298,14.554180973695493,68.7557681986352,4.342796788042317,1
region_area_1104,7.746343115356286,263.0485354539253,21670.89847396301,8.153292094592627,362.1264382779594,467.1191209266236,21.535293301706968,43.30380257717069,3.678686031235552,1
region_area_1105,8.275795629701165,214.12985149885915,22014.269715630744,5.438018313493965,308.4122360343616,361.7363150451818,20.16261944433556,78.61649244782141,4.721339549520147,1
region_area_1106,6.879959452149452,214.36723001838973,44587.11746162326,2.436901496202456,219.8940478861624,564.1501045000363,16.626941961295284,67.64826015210645,5.688206949361446,1
region_area_1108,8.16776766297284,195.6768224346351,36185.98334870256,4.240709515556605,298.70534307085734,615.5638933746072,20.327074873529774,,3.4106855396131177,1
region_area_1109,,265.4312219533245,19692.76920434317,5.64257899632506,326.9208219407816,395.9328293480579,15.668459657245233,77.94903618152837,3.2616513991274934,1
region_area_111,7.875895135481787,277.05867849837006,12710.554262232854,6.998315962049439,347.1483712978469,455.4791474328599,6.168461912529136,63.24304403102223,4.238589203481521,0
region_area_1112,6.578998162273409,249.18313781517935,22389.68529622655,7.012764564417446,369.8422265575209,418.3000145125886,6.164608220858536,105.51546038277851,3.690929417034364,1
region_area_1113,8.775485733684196,208.12817992429103,22113.696262655067,7.6266920955764625,305.55295856484065,490.82020782815897,15.797838550759575,83.04434548368145,4.393944466089358,1
region_area_1114,6.8503020324159625,218.75893039959612,40588.73864140078,3.0675586326461355,266.1762337803018,310.51674395019245,16.110206752693312,72.47821679277631,3.0802967096198777,1
region_area_1115,8.757110512347623,236.1932575933364,31041.189304969717,8.239953038009197,,418.2007972423192,18.34022020383126,72.41466227820398,3.808793010243389,1
region_area_1116,,263.7741082146316,21687.778264914366,6.596230146052924,,393.8528834064883,11.898246335936772,57.46064500407101,3.2425454482885505,1
region_area_1117,,228.92874616378847,34383.90244945473,6.120959415669294,312.2720033885146,580.4837653197973,17.697126372352084,69.10774058496776,4.0058929921265065,1
region_area_1118,8.07327895224373,242.589414168346,17106.743456070642,7.593920978852438,334.2227051111946,443.0037489254947,13.440381035401838,54.33128416300024,4.854312785522253,1
region_area_1119,5.07827417522148,235.8622755941016,18125.943208645505,3.800955701483195,275.80075500127896,538.2612512089131,11.430446639918936,80.45333076422354,3.631042313530789,1
region_area_112,7.725332908074757,303.03938187941446,36478.042923040186,8.081950387131574,427.2887029169905,349.51632665631416,17.590844248946023,60.598884662271125,3.7248367036447,0
region_area_1120,7.444914014951037,253.84263626459116,25489.379836204927,7.87093358059097,414.305491238013,415.5256121417574,13.388100100193167,74.5278671569269,2.571391505704419,1
region_area_1121,9.434005874654105,209.16173068165912,20475.1256345939,5.552522508038199,286.1402254590655,486.9470108063207,14.493349589814596,73.27977754804392,4.2010543638879385,1
region_area_1123,5.803496975764156,243.97488203687277,19452.072413456368,3.841790496556396,256.72185873907387,375.58261798949394,15.025615561874345,8.692012932983806,2.1817141666785806,1
region_area_1124,7.61715192193207,233.4637156439454,33744.47161758657,5.921122434509695,370.2980709973617,337.333245131772,14.17059733578598,82.89692570719473,3.4225434306886307,1
region_area_1125,9.00846433449955,199.3878924969094,35022.07890717107,5.28919592650932,,397.5047714146052,11.960102950449407,49.59544079724554,3.911014707443342,1
region_area_1126,5.422445767908819,256.03997108550175,18543.262261650903,5.187152051806349,307.4473399375006,392.18512883334034,10.60902320593031,67.60845000333295,2.911751390260459,1
region_area_1127,9.778181812741442,206.71133206532423,23335.979016753787,7.361298108960439,,366.648036820507,10.929600366031805,75.44389227000642,4.143365318508068,1
region_area_1128,5.204938762890717,283.65661612588224,17818.699299881024,6.995454406457112,,414.1088880461104,12.97141995763523,55.61333107434415,3.439561018542137,1
region_area_1129,4.872560878371032,275.4789957990354,16960.739441256836,6.773204267901913,323.7819652199032,364.4956042752687,15.797175611249184,80.07780267113449,3.9180057985839225,1
region_area_113,3.388090610523891,262.8028351472781,20230.43038757287,8.264970908631096,349.90111187323134,364.0179274416658,18.313339671899865,82.50287399017336,2.798600948267049,0
region_area_1130,7.793914804354769,215.73283816175064,25507.217047766044,7.563225353928398,359.0043130699961,408.56531159916784,15.402495720765597,,4.220027670860785,1
region_area_1133,7.890354273534902,230.93198872714905,32160.83873407084,7.468673464644742,361.0290965864548,354.6556192533541,11.351460375624338,60.407187331775184,3.209588058451998,1
region_area_1134,7.535700190571214,272.5663715619062,14830.050781294747,6.3963487249385205,367.1573131366133,593.541487524029,17.836882353555875,59.80107582085853,4.208354353518171,1
region_area_1137,8.722143776841188,202.3950226927844,28301.821759169885,3.3471507182514797,248.8398721055591,478.47245137041057,15.25617258217083,79.65336757802164,3.2746286418408777,1
region_area_1138,8.35263517558002,185.52440284914664,33662.693860939435,4.134980630095096,,407.2199717089917,14.52588193812549,55.701815009627765,3.939011353106868,1
region_area_114,6.745306715080959,269.1985277007915,21872.143510663594,6.860698571366707,,383.1551016392133,16.931619464762303,74.20107997264363,3.9023525898765015,0
region_area_1140,,246.32831915689795,28415.489157557487,7.184968749057108,319.260383702764,504.5095105537428,15.128961660572411,47.259143653433554,4.052367137670618,1
region_area_1141,9.30566048031861,214.69991721727823,39498.96409972436,6.6098746818101874,326.6182469629597,355.7619351199438,12.81718694831191,62.58611473983207,4.485070146526452,1
region_area_1142,4.923178856199699,259.1805636334252,15990.45403823204,5.34333509641696,350.40028815909056,414.5107627404978,11.508372215685352,84.64077496008484,3.329600783081267,1
region_area_1143,6.143018479793687,198.2458633561581,34865.62944420539,3.3796520433085737,286.2002150088026,485.5502677053376,21.04435932951388,54.31352016954725,5.370403410374523,1
region_area_1144,5.744504157048756,258.84394246956333,19457.94429172645,6.389138758464323,,372.1674897925361,15.70872925424997,82.43285396122955,3.5335001498780327,1
region_area_1145,6.616649174874958,252.5547379194783,17063.47691851837,8.048563011393087,361.35742292482735,501.8290649000355,10.458994558356078,60.124183816701525,3.8817671783074488,1
region_area_1149,,227.5538371859803,24793.760485733823,6.0895318130340295,313.1042607077294,387.1712856987264,10.17519192022682,50.239122261058505,4.641041336188799,1
region_area_1150,5.579517092707998,274.3902836782861,13289.506463369393,7.393879458275181,369.6421471774763,385.3809694778725,20.3294258107807,104.69588148736014,4.043914692602463,1
region_area_1151,4.303574607482778,277.7809764550664,7323.607111173069,7.185697788238396,327.4403117012825,423.0014036380488,13.011730021234523,68.86391758502856,2.010537157431691,1
region_area_1152,7.310715695744376,236.5910310769383,21990.07225178044,8.132704348608383,,435.63786103561694,15.052810958042397,89.88915975330869,3.5788263404357843,1
region_area_1153,6.417702476103476,236.0860739011728,33360.47553226844,5.269038132513435,375.4589680994832,519.9246527449088,17.953994429542984,103.43682693363176,4.046305671849512,1
region_area_1154,,232.0757645625611,23615.0077718616,5.1501829116712985,283.0567538592052,521.0496258266916,14.083608172919394,52.4165496496496,3.894061160472698,1
region_area_1155,10.774318090075074,213.8689965202959,38037.657885043765,7.297386370419808,350.745348873258,487.8283747201895,13.631521986200235,,3.229834158576746,1
region_area_1162,11.24450714270002,220.17754540998803,43533.96265596556,5.5836493765403965,341.7747127790159,346.5516547717247,16.194710422113854,59.60902634059388,2.9299527394001954,1
region_area_1163,5.728823779303805,247.9657300989632,12932.895196840098,5.379681606837592,281.6771767178483,455.1746363241384,14.281501159597422,68.23980943913017,4.412173550093767,1
region_area_1164,10.486808416025616,235.8618049313364,26453.3081584414,9.24395839402248,393.091364728685,465.8488445846984,16.0810176506328,47.515092516305735,3.804352132029541,1
region_area_1168,5.473603398247983,269.287035950364,14608.667955941097,5.316551069297431,,482.90183482311687,10.688581211804015,73.22100685692224,4.9578222414352044,1
region_area_1169,,229.00755013689945,37861.74482266081,3.607903468916168,,545.1913948480063,17.650439535942706,64.18628834277817,5.11386970579597,1
region_area_1170,6.770926884040844,232.5919561974532,26880.524850505422,4.911050903245394,285.4906235598261,485.6539600577624,14.770441438488188,60.63077188968665,4.910533820344201,1
region_area_1172,,263.2539269012343,23572.462612640626,4.671977649687976,301.4721081021638,460.056082803025,7.195387208534083,66.14179551194069,3.0938144500611764,1
region_area_1173,6.320427822952782,261.083933463281,11682.534127679066,6.6636120167448745,312.52293506256103,386.0695577508962,12.07842200407394,63.07546257918819,4.553380742681595,1
region_area_1174,9.185417502207793,216.41539305010872,18074.273399551992,7.803507358859919,,544.8034327571197,8.294662175779859,59.77855355161021,4.186674617804839,1
region_area_1176,7.961721463165571,275.09065105407296,11551.520491038462,9.187263419910895,368.2111229301089,461.913445959799,15.016190533964998,79.80203918564303,2.2869434947281544,1
region_area_1177,5.484151253504955,247.56514189533,19378.663877835334,4.698920010822034,296.33613192326777,358.504033290411,18.81887553324752,76.52915276307124,4.438858459911646,1
region_area_1178,7.186931122348115,228.26042394185805,34511.05780588384,4.679621209245567,296.5792640608306,488.099991794408,16.882540265989558,62.87189058549056,4.275645348013285,1
region_area_1179,5.470802484400142,263.93436914588005,18295.67573201396,5.738584827425283,,328.0534586249376,13.894267236562296,49.757451193255314,2.962852429032913,1
region_area_1180,,245.79345975013413,17382.732176233643,6.732017695142533,329.8728515830244,393.8999027723084,11.252085344409844,91.0019084268986,3.843405195850602,1
region_area_1182,3.637170625355805,289.717634978487,10102.79453090088,7.227381344890707,338.27953864735866,519.2553233017944,13.923450253490085,49.76783413685951,5.446565702616764,1
region_area_1183,7.06478908142805,239.1656159222712,20567.450740989687,7.138432578197654,361.06808940563735,667.0291278078461,16.379830657005623,84.9421825992724,4.4016278345277335,1
region_area_1184,6.632031568588184,252.4438237673278,24161.559789646864,7.659714503786524,370.36669856154026,356.96540454322064,17.13860167698486,61.32046989437965,3.3862942904685025,1
region_area_1186,9.484703254003293,173.6808814439782,56351.70111434602,3.914899911966288,220.2985499579515,490.9530634739416,13.638432949702672,41.8462192332455,4.13227423789269,1
region_area_1188,7.727421140658746,278.6166102458232,18768.246445226057,9.412097507626068,,338.9591690388659,8.338404553677929,66.7932137100115,4.601802090002829,1
region_area_1189,6.859323725529028,229.8426961772841,27567.68048030209,5.580746858422399,228.09357346989023,401.704708041081,14.775554903689097,83.58493430779077,4.501980014505442,1
region_area_119,7.812804388310308,247.35777671251475,42551.14662639288,7.029837018567035,,452.6507745482448,14.771917242315606,,6.204846358828904,0
region_area_1190,5.846786697496672,262.9359341767708,19418.07201913974,8.13722298255859,,404.0578204965973,17.66693334790453,49.50336175160477,3.371110880826984,1
region_area_1191,6.30000176658891,223.1241717722592,40682.44880842315,3.9380182874569662,303.35697164568035,495.7774564667838,18.842930888660455,64.92354586276029,3.7094371813849474,1
region_area_1192,6.64646992248928,302.6101388901292,5517.17976319848,10.838298971941793,,349.3137033421608,12.035433304821291,76.63927002988565,4.387601741834642,1
region_area_1193,7.31344675557596,209.48136246215935,23154.3671298216,3.8385187629345214,277.2952744720832,446.6222742085938,10.995084808165966,88.02753015246469,2.2206399231442355,1
region_area_1194,6.572656388857353,243.42122431495395,14599.25672338591,5.859810667441137,314.8851693449768,354.00024175040886,17.44880558038089,53.20048042058222,2.8209272493496207,1
region_area_1196,,263.6830224959059,14102.174102603778,8.807673994075948,389.5328978286358,347.29608334778743,8.70742535873266,74.6967112842032,3.624635249622655,1
region_area_1197,5.93605710996818,273.6961975292194,18062.002378790206,9.677912916937837,422.46713765857805,333.604231250292,14.403520823670572,51.98388450967519,3.940282339037946,1
region_area_1198,7.591089848316611,246.43969104667815,17444.97621462429,5.00226025447545,,527.3083080678149,14.90455297924562,85.89078435908438,4.531196012957704,1
region_area_1199,6.875746152392153,242.7975501022083,25422.643359112222,7.266549317431,,511.7109819605693,10.890964944965145,68.40961681514814,3.397302571603791,1
region_area_120,6.877456932576713,187.65310455234544,27433.89210477287,6.786710893158216,308.14220146436526,352.30134663447365,18.508845830232968,81.30841217121225,3.827650071735445,0
region_area_1200,8.016279103360878,261.8031945013927,14034.790609279891,9.492188893975076,390.0839089796477,501.1840820972671,14.61799105109308,35.680966450866215,4.308222881195557,1
region_area_1201,8.783596632026194,250.7041690638592,19471.77024821692,7.110594911312158,320.48212252533926,335.0420292078704,16.416696356753487,74.68558080357452,3.4708854235987814,1
region_area_1202,6.911698241358011,229.9875648543332,25612.453722961058,6.919899553833705,319.7330267655185,308.65551297677194,11.963904526950769,94.45517212884177,4.616641008449857,1
region_area_1203,8.71924020683575,231.7869908758127,17431.224530258016,7.116399292416879,,299.3077406389721,14.532225488180396,55.50861300965746,3.912836036583348,1
region_area_1204,5.974583248480268,247.8766153274676,22543.56110306689,5.357846625673793,339.10263961772057,420.9091320722205,11.2740902113387,59.94143937592035,3.721974696238987,1
region_area_1206,,185.4531472564952,30212.13780147623,4.487550391208566,235.03073460561453,401.9259641138389,19.10415352421289,,3.8408887616175593,1
region_area_1207,,272.4493533114585,10117.389248706077,7.721775705659935,356.95672755501323,518.3677538605141,14.163460937500968,41.0318107291419,3.19012777090997,1
region_area_1209,7.828740104752374,227.5014019831689,33337.41446005404,5.133965807827073,287.7377440610203,300.22361259542083,5.976941343599474,75.82942547959597,5.199446635796848,1
region_area_1210,7.949964794513219,237.5630413329539,15171.3171362887,7.52846434370767,,416.7177429517199,20.64468804883607,88.17210547459494,3.3171524499122014,1
region_area_1213,7.139428272590956,230.0088699268482,19863.116068019248,7.807147464200646,338.6922077109539,374.6281509291738,17.489470545910745,88.47684636996891,3.771596492148276,1
region_area_1214,,274.2858691158495,20134.703151293103,7.672919496621555,359.97081726742886,487.4476561696495,11.038867252920834,49.2605043538251,4.314495017031872,1
region_area_1215,7.96852586987492,207.2250394586096,27008.316685090154,4.411765886815989,,465.9454279578049,8.465283485419302,52.61618739443663,3.173879163212596,1
region_area_1216,6.635894308187562,244.82367066473643,20339.32168052508,5.7280532840572524,308.70001545655623,422.6879888313687,15.999673995972485,57.75845689991341,4.523236865678159,1
region_area_1218,6.280978206755163,255.89701416781452,25973.10856122156,8.113085107033289,384.4165722390416,466.6489450553802,14.05971046154131,32.91402868490234,4.599432013730158,1
region_area_122,,281.58337315011454,27419.08585510117,6.831687770628326,370.0551209586096,284.76559655361467,9.683584600170416,72.49190878332558,4.197595209206819,0
region_area_1220,5.068795502073682,262.4633928428586,22781.669344190213,5.025312431049869,317.84901598176407,493.5470180175628,14.600790618783645,77.32727435879853,4.362085653052907,1
region_area_1221,,215.68296299597588,32768.53277679762,6.004874552348847,286.30609645360096,537.3036749763996,15.948303170637624,59.843172929692976,3.499453074211392,1
region_area_1222,8.151248961954652,256.6211913992835,15662.2451456645,6.704626441019521,336.367892093763,565.6952835214793,14.966132683102936,72.87758491130192,2.7998833209288145,1
region_area_1223,7.582941676733986,235.8198834496276,23073.085508902368,5.587462052592391,298.25088553088926,528.1535235245408,12.143457154669516,80.42755776009791,4.164028619351949,1
region_area_1225,7.871961402750839,270.3965496226324,12760.741961416854,7.771802425734432,360.8317706396844,360.9319162792149,15.803725520210303,84.27308044816242,2.93853628710008,1
region_area_1226,5.3270235340963366,283.91447866430974,13580.923293508413,7.0576002617915945,357.1653840712472,448.6584986637445,10.15477198595202,55.34727137436414,4.85582125104602,1
region_area_1227,10.55027327313621,235.93970526170227,32151.284203453957,8.629155517910824,,576.4843974220303,14.387960532198049,85.50839918963503,3.951304462604924,1
region_area_1229,7.471026670171208,228.0075340788549,15736.8857961236,6.573543642469873,277.8549674952368,411.7232184387207,11.39070883934384,58.35111933133285,3.707974079965065,1
